2389,1,Steve_Vishwanath,Ste_anath,758823510,0,0
2,1,Steve_Vishwanath,Ste_anath,758823510,0.0,0
9,1.00,Steve_Vishwanath,Ste_anath,758823510,-956575.0,0
2,2,Steve_Hong,Ste__Hong,510019995,0.5,0
2,2,Steve_Hong,Ste__Hong,510019995,-824598,0
2,3,Steve_Zhuang,Ste_huang,1026578666,-138631,0
2,4,Steve_Chandra,Ste_andra,101209352,-1279575,0
2,5,Sumanth_Sleder,Sum_leder,457173084,-0.5,0
2,5,Sumanth_Sleder,Sum_leder,457173084,-0.25,0
2,7,Sumanth_Hong,Sum__Hong,1085440054,0.75,0
123456,8,Sumanth_Zhuang,Sum_huang,164727033,0,0
2,8,Sumanth_Zhuang,Sum_huang,164727033,-214457,0
2,12,Rankyung_Hong,Ran__Hong,909289987,0.0,0
2,12,Rankyung_Hong,Ran__Hong,909289987,0.75,0
2,16,Zhou_Vishwanath,Zho_anath,1106703999,0.5,0
1234,16,Zhou_Vishwanath,Zho_anath,1106703999,0,0
9,17.00,Zhou_Hong,Zho__Hong,1435425053,-802291.5,0
2,20,Abishek_Sleder,Abi_leder,1334060785,0.75,0
2,20,Abishek_Sleder,Abi_leder,1334060785,-1289217,0
2,21,Abishek_Vishwanath,Abi_anath,1316154708,-0.5,0
2,23,Abishek_Zhuang,Abi_huang,325209641,0.25,0
9,23.00,Abishek_Zhuang,Abi_huang,325209641,-682803.75,0
