2,1,Steve_Vishwanath,Ste_anath,758823510,0.0,0
2,1,Steve_Vishwanath,Ste_anath,758823510,0.0,0
2,2,Steve_Hong,Ste__Hong,510019995,-0.25,0
2,4,Steve_Chandra,Ste_andra,101209352,0.25,0
9,6.00,Sumanth_Vishwanath,Sum_anath,1041123346,-840914,0
2,7,Sumanth_Hong,Sum__Hong,1085440054,0.0,0
2,7,Sumanth_Hong,Sum__Hong,1085440054,-1065332,0
9,7.00,Sumanth_Hong,Sum__Hong,1085440054,-1064326.25,0
2,8,Sumanth_Zhuang,Sum_huang,164727033,-0.5,0
2,8,Sumanth_Zhuang,Sum_huang,164727033,0.0,0
2,8,Sumanth_Zhuang,Sum_huang,164727033,0.0,0
2,8,Sumanth_Zhuang,Sum_huang,164727033,-0.25,0
2,9,Sumanth_Chandra,Sum_andra,1013768660,1.0,0
6,9,Sumanth_Chandra,Sum_andra,1013768660,0,0
2,9,Sumanth_Chandra,Sum_andra,1013768660,0.5,0
2,9,Sumanth_Chandra,Sum_andra,1013768660,0.25,0
2,12,Rankyung_Hong,Ran__Hong,909289987,-1.0,0
2,12,Rankyung_Hong,Ran__Hong,909289987,1.0,0
2,12,Rankyung_Hong,Ran__Hong,909289987,-0.25,0
8,12,Rankyung_Hong,Ran__Hong,909289987,0,0
2,13,Rankyung_Zhuang,Ran_huang,102259273,-1.0,0
9,13.00,Rankyung_Zhuang,Ran_huang,102259273,-1278448.5,0
3,16,Zhou_Vishwanath,Zho_anath,1106703999,0,0
2,16,Zhou_Vishwanath,Zho_anath,1106703999,0.0,0
2,16,Zhou_Vishwanath,Zho_anath,1106703999,0.5,0
2,18,Zhou_Zhuang,Zho_huang,725839826,-1060903,0
9,18.00,Zhou_Zhuang,Zho_huang,725839826,-1059885,0
2,19,Zhou_Chandra,Zho_andra,996097303,0.5,0
2,19,Zhou_Chandra,Zho_andra,996097303,0.25,0
2,20,Abishek_Sleder,Abi_leder,1334060785,-0.25,0
2,21,Abishek_Vishwanath,Abi_anath,1316154708,-1.0,0
2,22,Abishek_Hong,Abi__Hong,673363405,-1.0,0
2,22,Abishek_Hong,Abi__Hong,673363405,-282300,0
9,22.00,Abishek_Hong,Abi__Hong,673363405,-281276.25,0
2,23,Abishek_Zhuang,Abi_huang,325209641,-0.25,0
2,23,Abishek_Zhuang,Abi_huang,325209641,-0.25,0
2,23,Abishek_Zhuang,Abi_huang,325209641,-1.0,0
9,24.00,Abishek_Chandra,Abi_andra,52135998,-1693673,0
