0,0,Steve_Sleder,Ste_leder,12001137,0,0
2,0,Steve_Sleder,Ste_leder,12001137,380367,0
2,0,Steve_Sleder,Ste_leder,12001137,-0.25,0
2,0,Steve_Sleder,Ste_leder,12001137,-381367,0
2,0,Steve_Sleder,Ste_leder,12001137,-380366.75,0
9,0,Steve_Sleder,Ste_leder,12001137,-380366.75,0
0,0,Steve_Vishwanath,Ste_anath,218970968,0,0
2,1,Steve_Vishwanath,Ste_anath,218970968,596677,0
2,1,Steve_Vishwanath,Ste_anath,218970968,0.5,0
2,1,Steve_Vishwanath,Ste_anath,218970968,0.0,0
2,1,Steve_Vishwanath,Ste_anath,218970968,-0.5,0
2,1,Steve_Vishwanath,Ste_anath,218970968,0.0,0
2,1,Steve_Vishwanath,Ste_anath,218970968,-597677,0
2,1,Steve_Vishwanath,Ste_anath,218970968,-596676.0,0
9,1,Steve_Vishwanath,Ste_anath,218970968,-596676.0,0
0,0,Steve_Hong,Ste__Hong,356546314,0,0
2,2,Steve_Hong,Ste__Hong,356546314,906655,0
2,2,Steve_Hong,Ste__Hong,356546314,-907655,0
2,2,Steve_Hong,Ste__Hong,356546314,-906653,0
9,2,Steve_Hong,Ste__Hong,356546314,-906653,0
0,0,Steve_Zhuang,Ste_huang,883454075,0,0
2,3,Steve_Zhuang,Ste_huang,883454075,330536,0
2,3,Steve_Zhuang,Ste_huang,883454075,-0.25,0
2,3,Steve_Zhuang,Ste_huang,883454075,0.0,0
2,3,Steve_Zhuang,Ste_huang,883454075,1.0,0
2,3,Steve_Zhuang,Ste_huang,883454075,0.0,0
2,3,Steve_Zhuang,Ste_huang,883454075,0.75,0
2,3,Steve_Zhuang,Ste_huang,883454075,-331536,0
2,3,Steve_Zhuang,Ste_huang,883454075,-330534.5,0
9,3,Steve_Zhuang,Ste_huang,883454075,-330534.5,0
0,0,Steve_Chandra,Ste_andra,279136841,0,0
2,4,Steve_Chandra,Ste_andra,279136841,1736191,0
